0.0, 0.03799387742278272, 0.03799387742278272, 0.037993877422782735, 0.03799387742278272, 0.0435050228886969
0.1, 0.03799387742278272, 0.03765646750046658, 0.04407285543008208, 0.03765766644017087, 0.04353835225889185
0.2, 0.03799387742278272, 0.035322068679171995, 0.05564395150084177, 0.0349073400956843, 0.04070641682529869
0.3, 0.03799387742278272, 0.03295244552728757, 0.0615634021764747, 0.03103077682724955, 0.037793363267574306
0.4, 0.03799387742278272, 0.032889326933177476, 0.06721677213782666, 0.026313729016026133, 0.03654914582435294
0.5, 0.03799387742278272, 0.03020887699649483, 0.08026620302121167, 0.021189015354036403, 0.033595893770888056
0.6, 0.03799387742278272, 0.02866795473189281, 0.10265070329782938, 0.015544128991064879, 0.03360066953169962
0.7, 0.03799387742278272, 0.027765378356076374, 0.12688795463061078, 0.012017146186618767, 0.03150788537386948
0.8, 0.03795977020650809, 0.02839818317164996, 0.13026131358490928, 0.010080711547284918, 0.03195097134109038
0.9, 0.03488961167712948, 0.029116386522295295, 0.14232817929639052, 0.008136543449868168, 0.031857539882446155
1.0, 0.006807736237960624, 0.030147245000983494, 0.16158482014963244, 0.007392006911429752, 0.03206359169129495
